X,Y,Rotation,Main Thread,Vertices,Triangles,Draw Calls,FPS
-28.000910,1.600000,1.440000,42.117917,613.000000,636.000000,325.000000,23.739489
-28.000910,1.600000,2.880000,41.597761,613.000000,636.000000,325.000000,24.038280
-28.000910,1.600000,4.320001,41.728958,583.000000,602.000000,325.000000,23.961243
-28.000910,1.600000,5.760001,41.803177,592.000000,609.000000,341.000000,23.920166
-28.000910,1.600000,7.200000,42.054219,593.000000,610.000000,344.000000,23.777708
-28.000910,1.600000,8.640000,41.644531,595.000000,612.000000,347.000000,24.008673
-28.000910,1.600000,10.080000,41.142084,600.000000,616.000000,362.000000,24.303553
-28.000910,1.600000,11.520000,41.398698,597.000000,614.000000,369.000000,24.153101
-28.000910,1.600000,12.960000,41.502187,603.000000,619.000000,380.000000,24.092152
-28.000910,1.600000,14.400000,42.064636,606.000000,621.000000,390.000000,23.771673
-28.000910,1.600000,15.840010,41.833281,607.000000,621.000000,394.000000,23.901615
-28.000910,1.600000,17.280000,41.730885,613.000000,625.000000,407.000000,23.960436
-28.000910,1.600000,18.720010,41.941458,616.000000,628.000000,420.000000,23.840448
-28.000910,1.600000,20.160010,41.825105,620.000000,631.000000,432.000000,23.906822
-28.000910,1.600000,21.600010,41.079218,626.000000,634.000000,442.000000,24.341944
-28.000910,1.600000,23.040000,41.694271,599.000000,601.000000,445.000000,23.981264
-28.000910,1.600000,24.480010,41.955417,608.000000,607.000000,467.000000,23.831482
-28.000910,1.600000,25.920010,41.634583,609.000000,610.000000,474.000000,24.016722
-28.000910,1.600000,27.360010,41.495625,602.000000,603.000000,475.000000,24.097050
-28.000910,1.600000,28.800000,42.020000,611.000000,611.000000,495.000000,23.795242
-28.000910,1.600000,30.240010,42.036146,615.000000,615.000000,517.000000,23.786633
-28.000910,1.600000,31.680010,41.515573,614.000000,615.000000,516.000000,24.084719
-28.000910,1.600000,33.120010,41.363073,603.000000,601.000000,519.000000,24.174782
-28.000910,1.600000,34.560010,41.875157,565.000000,559.000000,516.000000,23.877388
-28.000910,1.600000,36.000010,42.064375,568.000000,561.000000,523.000000,23.770496
-28.000910,1.600000,37.440010,42.160729,574.000000,565.000000,537.000000,23.716881
-28.000910,1.600000,38.880010,41.700052,532.000000,515.000000,541.000000,23.977072
