X,Y,Rotation,Main Thread,Vertices,Triangles,Draw Calls,FPS
-32.545190,1.599927,1.440000,41.976510,701.000000,708.000000,442.000000,23.810646
-32.545190,1.599927,2.880000,41.800520,701.000000,708.000000,442.000000,23.919064
-32.545190,1.599927,4.320001,42.074583,708.000000,713.000000,460.000000,23.775352
-32.545190,1.599927,5.760001,41.260104,714.000000,717.000000,470.000000,24.221750
-32.545190,1.599927,7.200000,41.856146,716.000000,719.000000,481.000000,23.884073
-32.545190,1.599927,8.640000,41.322761,721.000000,722.000000,496.000000,24.198000
-32.545190,1.599927,10.080000,40.647813,724.000000,725.000000,511.000000,24.596497
-32.545190,1.599927,11.520000,40.890938,727.000000,727.000000,521.000000,24.435377
-32.545190,1.599927,12.960000,41.567500,735.000000,733.000000,553.000000,24.054333
-32.545190,1.599927,14.400000,54.785157,743.000000,739.000000,572.000000,18.251194
-32.545190,1.599927,15.840010,55.225834,750.000000,745.000000,592.000000,18.105658
-32.545190,1.599927,17.280000,42.892708,755.000000,747.000000,605.000000,23.316759
-32.545190,1.599927,18.720010,55.161928,764.000000,754.000000,628.000000,18.121140
-32.545190,1.599927,20.160010,54.717604,770.000000,758.000000,642.000000,18.273775
-32.545190,1.599927,21.600010,55.571146,774.000000,762.000000,649.000000,17.994005
-32.545190,1.599927,23.040000,55.917552,772.000000,760.000000,655.000000,17.881889
-32.545190,1.599927,24.480010,55.484948,776.000000,764.000000,662.000000,18.021147
-32.545190,1.599927,25.920010,55.289739,781.000000,767.000000,670.000000,18.085432
-32.545190,1.599927,27.360010,55.499271,787.000000,772.000000,678.000000,18.016344
-32.545190,1.599927,28.800000,55.626145,804.000000,782.000000,697.000000,17.975845
-32.545190,1.599927,30.240010,54.695834,814.000000,788.000000,710.000000,18.288607
-32.545190,1.599927,31.680010,56.123125,823.000000,793.000000,722.000000,17.814926
-32.545190,1.599927,33.120010,55.479062,835.000000,800.000000,734.000000,18.020031
-32.545190,1.599927,34.560010,55.968698,849.000000,807.000000,745.000000,17.864237
-32.545190,1.599927,36.000010,55.561459,867.000000,817.000000,765.000000,17.994293
-32.545190,1.599927,37.440010,55.109896,882.000000,825.000000,779.000000,18.134918
-32.545190,1.599927,38.880010,55.102968,895.000000,833.000000,793.000000,18.146093
-32.545190,1.599927,40.320010,54.686822,914.000000,841.000000,813.000000,18.284286
-32.545190,1.599927,41.760010,54.276407,929.000000,850.000000,827.000000,18.422338
-32.545190,1.599927,43.200010,55.647657,944.000000,859.000000,848.000000,17.968460
-32.545190,1.599927,44.640010,55.184114,958.000000,867.000000,862.000000,18.120028
-32.545190,1.599927,46.080010,55.326354,972.000000,876.000000,885.000000,18.072561
-32.545190,1.599927,47.520010,54.789322,972.000000,874.000000,890.000000,18.250586
-32.545190,1.599927,48.960010,54.647604,972.000000,874.000000,891.000000,18.297844
-32.545190,1.599927,50.400010,56.031198,968.000000,872.000000,882.000000,17.845243
-32.545190,1.599927,51.840010,55.623281,951.000000,858.000000,873.000000,17.976450
-32.545190,1.599927,53.280010,55.973229,943.000000,851.000000,862.000000,17.864304
-32.545190,1.599927,54.720020,55.861718,930.000000,842.000000,854.000000,17.899895
-32.545190,1.599927,56.160020,56.114063,918.000000,833.000000,846.000000,17.819571
-32.545190,1.599927,57.600020,55.913177,873.000000,781.000000,842.000000,17.883223
-32.545190,1.599927,59.040010,55.850104,812.000000,711.000000,831.000000,17.903767
-32.545190,1.599927,60.480010,55.613646,780.000000,675.000000,821.000000,17.979616
-32.545190,1.599927,61.920020,56.097291,780.000000,674.000000,820.000000,17.825510
-32.545190,1.599927,63.360010,56.700833,748.000000,639.000000,813.000000,17.634546
-32.545190,1.599927,64.800010,56.961615,637.000000,512.000000,802.000000,17.554157
-32.545190,1.599927,66.240010,57.074375,633.000000,508.000000,799.000000,17.519510
-32.545190,1.599927,67.680020,57.015625,617.000000,490.000000,796.000000,17.539068
-32.545190,1.599927,69.120020,56.222188,569.000000,436.000000,783.000000,17.783377
-32.545190,1.599927,70.560010,44.009427,555.000000,419.000000,784.000000,22.719822
-32.545190,1.599927,72.000020,43.200417,556.000000,419.000000,784.000000,23.146112
-32.545190,1.599927,73.440020,41.630573,552.000000,417.000000,774.000000,24.026669
-32.545190,1.599927,74.880020,41.775052,541.000000,409.000000,772.000000,23.928097
-32.545190,1.599927,76.320030,42.079636,536.000000,405.000000,760.000000,23.750648
-32.545190,1.599927,77.760030,42.046198,532.000000,403.000000,752.000000,23.780182
-32.545190,1.599927,79.200020,41.877031,489.000000,358.000000,737.000000,23.876558
-32.545190,1.599927,80.640020,41.667968,471.000000,339.000000,730.000000,23.996222
-32.545190,1.599927,82.080020,42.629479,468.000000,337.000000,727.000000,23.458921
-32.545190,1.599927,83.520030,41.909844,449.000000,318.000000,722.000000,23.853777
-32.545190,1.599927,84.960030,41.811562,443.000000,315.000000,718.000000,23.915131
-32.545190,1.599927,86.400030,41.610417,445.000000,315.000000,716.000000,24.028412
-32.545190,1.599927,87.840030,42.852240,454.000000,320.000000,719.000000,23.345678
-32.545190,1.599927,89.280020,42.002500,454.000000,320.000000,719.000000,23.788286
-32.545190,1.599927,90.720020,41.669323,437.000000,300.000000,711.000000,23.995293
-32.545190,1.599927,92.160030,41.963802,434.000000,296.000000,700.000000,23.827518
-32.545190,1.599927,93.600020,42.318125,431.000000,294.000000,695.000000,23.628267
-32.545190,1.599927,95.040020,41.510469,432.000000,295.000000,696.000000,24.087347
-32.545190,1.599927,96.480020,41.882657,430.000000,294.000000,698.000000,23.872757
