X,Y,Rotation,Main Thread,Render Thread,FPS
-28.000100,1.600000,0.000000,0.000000,0.000000,235.056300
-28.000100,1.600000,0.042543,0.000000,0.000000,299.562600
-28.000100,1.600000,0.075925,0.000000,0.000000,281.745700
-28.000100,1.600000,0.111418,0.000000,0.000000,277.777800
-28.000100,1.600000,0.147418,0.000000,0.000000,311.487700
-28.000100,1.600000,0.179522,0.000000,0.000000,278.947800
-28.000100,1.600000,0.215371,0.000000,0.000000,321.750300
-28.000100,1.600000,0.246451,0.000000,0.000000,321.636500
-28.000100,1.600000,0.277542,0.000000,0.000000,316.245500
-28.000100,1.600000,0.309163,0.000000,0.000000,321.223200
-28.000100,1.600000,0.340294,0.000000,0.000000,322.185700
-28.000100,1.600000,0.371332,0.000000,0.000000,319.397000
-28.000100,1.600000,0.402641,0.000000,0.000000,261.096600
-28.000100,1.600000,0.440941,0.000000,0.000000,322.518200
-28.000100,1.600000,0.471947,0.000000,0.000000,332.369500
-28.000100,1.600000,0.502034,0.000000,0.000000,324.875700
-28.000100,1.600000,0.532815,0.000000,0.000000,328.839200
-28.000100,1.600000,0.563225,0.000000,0.000000,321.615800
-28.000100,1.600000,0.594318,0.000000,0.000000,288.600300
-28.000100,1.600000,0.628968,0.000000,0.000000,325.870900
-28.000100,1.600000,0.659655,0.000000,0.000000,318.005500
-28.000100,1.600000,0.691101,0.000000,0.000000,306.241200
-28.000100,1.600000,0.723755,0.000000,0.000000,322.518200
-28.000100,1.600000,0.754761,0.000000,0.000000,322.227200
-28.000100,1.600000,0.785795,0.000000,0.000000,286.697200
-28.000100,1.600000,0.820675,0.000000,0.000000,310.096700
-28.000100,1.600000,0.852923,0.000000,0.000000,310.877600
-28.000100,1.600000,0.885090,0.000000,0.000000,304.275100
-28.000100,1.600000,0.917955,0.000000,0.000000,317.450300
-28.000100,1.600000,0.949456,0.000000,0.000000,303.480900
-28.000100,1.600000,0.982407,0.000000,0.000000,284.843500
-28.000100,1.600000,1.017514,0.000000,0.000000,316.766400
-28.000100,1.600000,1.049083,0.000000,0.000000,274.514100
-28.000100,1.600000,1.085511,0.000000,0.000000,320.605300
-28.000100,1.600000,1.116702,0.000000,0.000000,321.223200
-28.000100,1.600000,1.147833,0.000000,0.000000,333.577900
-28.000100,1.600000,1.177811,0.000000,0.000000,255.833000
-28.000100,1.600000,1.216899,0.000000,0.000000,274.115300
-28.000100,1.600000,1.253380,0.000000,0.000000,271.849900
-28.000100,1.600000,1.290165,0.000000,0.000000,298.998400
-28.000100,1.600000,1.323610,0.000000,0.000000,303.979100
-28.000100,1.600000,1.356508,0.000000,0.000000,305.567400
-28.000100,1.600000,1.389233,0.000000,0.000000,281.341400
-28.000100,1.600000,1.424778,0.000000,0.000000,315.925800
-28.000100,1.600000,1.456431,0.000000,0.000000,324.854600
-28.000100,1.600000,1.487213,0.000000,0.000000,325.245600
-28.000100,1.600000,1.517959,0.000000,0.000000,292.380600
-28.000100,1.600000,1.552161,0.000000,0.000000,305.287600
-28.000100,1.600000,1.584917,0.000000,0.000000,281.396900
-28.000100,1.600000,1.620455,0.000000,0.000000,177.787300
-28.000100,1.600000,1.676701,0.000000,0.000000,315.856000
-28.000100,1.600000,1.708362,0.000000,0.000000,324.275200
-28.000100,1.600000,1.739199,0.000000,0.000000,327.868900
-28.000100,1.600000,1.769699,0.000000,0.000000,332.668000
-28.000100,1.600000,1.799759,0.000000,0.000000,260.980800
-28.000100,1.600000,1.838076,0.000000,0.000000,312.256000
-28.000100,1.600000,1.870102,0.000000,0.000000,299.455000
-28.000100,1.600000,1.903496,0.000000,0.000000,303.232500
-28.000100,1.600000,1.936474,0.000000,0.000000,300.833300
-28.000100,1.600000,1.969715,0.000000,0.000000,313.991500
-28.000100,1.600000,2.001563,0.000000,0.000000,289.192900
-28.000100,1.600000,2.036141,0.000000,0.000000,315.198900
-28.000100,1.600000,2.067868,0.000000,0.000000,326.360100
-28.000100,1.600000,2.098509,0.000000,0.000000,325.266700
-28.000100,1.600000,2.129253,0.000000,0.000000,328.795900
-28.000100,1.600000,2.159667,0.000000,0.000000,320.266400
-28.000100,1.600000,2.190891,0.000000,0.000000,286.656200
-28.000100,1.600000,2.225776,0.000000,0.000000,331.576000
-28.000100,1.600000,2.255935,0.000000,0.000000,324.096600
-28.000100,1.600000,2.286790,0.000000,0.000000,310.819600
-28.000100,1.600000,2.318963,0.000000,0.000000,321.027300
-28.000100,1.600000,2.350113,0.000000,0.000000,326.712000
-28.000100,1.600000,2.380721,0.000000,0.000000,288.850400
-28.000100,1.600000,2.415341,0.000000,0.000000,314.633600
-28.000100,1.600000,2.447124,0.000000,0.000000,317.289100
-28.000100,1.600000,2.478641,0.000000,0.000000,322.393400
-28.000100,1.600000,2.509659,0.000000,0.000000,312.763900
-28.000100,1.600000,2.541632,0.000000,0.000000,320.790400
-28.000100,1.600000,2.572805,0.000000,0.000000,335.660600
-28.000100,1.600000,2.602597,0.000000,0.000000,277.569600
-28.000100,1.600000,2.638624,0.000000,0.000000,320.266400
-28.000100,1.600000,2.669848,0.000000,0.000000,322.331100
-28.000100,1.600000,2.700872,0.000000,0.000000,323.928600
-28.000100,1.600000,2.731744,0.000000,0.000000,310.916300
-28.000100,1.600000,2.763906,0.000000,0.000000,256.318200
-28.000100,1.600000,2.802921,0.000000,0.000000,280.954100
-28.000100,1.600000,2.838513,0.000000,0.000000,314.871400
-28.000100,1.600000,2.870272,0.000000,0.000000,304.034500
-28.000100,1.600000,2.903163,0.000000,0.000000,312.178100
-28.000100,1.600000,2.935196,0.000000,0.000000,325.732900
-28.000100,1.600000,2.965896,0.000000,0.000000,316.475700
-28.000100,1.600000,2.997494,0.000000,0.000000,287.463700
-28.000100,1.600000,3.032281,0.000000,0.000000,332.978100
-28.000100,1.600000,3.062313,0.000000,0.000000,314.901100
-28.000100,1.600000,3.094069,0.000000,0.000000,329.402500
-28.000100,1.600000,3.124427,0.000000,0.000000,329.185600
-28.000100,1.600000,3.154805,0.000000,0.000000,320.081900
-28.000100,1.600000,3.186047,0.000000,0.000000,280.159100
-28.000100,1.600000,3.221741,0.000000,0.000000,316.315600
-28.000100,1.600000,3.253355,0.000000,0.000000,322.674300
-28.000100,1.600000,3.284346,0.000000,0.000000,328.774300
-28.000100,1.600000,3.314763,0.000000,0.000000,319.539900
-28.000100,1.600000,3.346057,0.000000,0.000000,318.086400
-28.000100,1.600000,3.377496,0.000000,0.000000,282.262600
-28.000100,1.600000,3.412924,0.000000,0.000000,300.327400
-28.000100,1.600000,3.446220,0.000000,0.000000,311.993000
-28.000100,1.600000,3.478272,0.000000,0.000000,88.150000
-28.000100,1.600000,3.591715,0.000000,0.000000,265.660700
-28.000100,1.600000,3.629358,0.000000,0.000000,175.195800
-28.000100,1.600000,3.686437,0.000000,0.000000,311.119400
-28.000100,1.600000,3.718578,0.000000,0.000000,324.675300
-28.000100,1.600000,3.749378,0.000000,0.000000,323.133100
-28.000100,1.600000,3.780325,0.000000,0.000000,288.725300
-28.000100,1.600000,3.814960,0.000000,0.000000,313.145800
-28.000100,1.600000,3.846895,0.000000,0.000000,326.221700
-28.000100,1.600000,3.877548,0.000000,0.000000,325.785900
-28.000100,1.600000,3.908244,0.000000,0.000000,303.499300
-28.000100,1.600000,3.941193,0.000000,0.000000,326.615900
